мох	мох	das Moos 
мулл [вид гумуса]	муль	der Mull 
мутный	мутны, каламутны	trübe 
муфель	муфаль, насадка	die Muffel 
мощность горизонтов	таўшчыня, грубіня паземаў	die Mächtigkeit des Horizontes
навеска	наважка, узважка	die Gewichtsprobe 
нагромождение  	накучваньне, награмаджэньне, навал	die Anhäufung   
нагревать до кипения	награваць да кіпеньня	wärmen, erwärmen, erhitzen bis zum Kochen 
наклон 	нахіл 	die Neigung, -slehne, die Lehne 
накопление [в хим. см.]	сьцягваньне, набіраньне	die Häufung, Aufhäufung, Ansammlung 
наконечник 	наканечнік, канча´р	das Endstück  
намоина 	на´плынь 	die Anwaschung, Anschwemmung 
напластование	напластава´ньне	das Schichten, Lagern 
наплыв	наплыў	das Anschwemmen 
направление пластов	кірунак слаёў, пластоў	die Richtung der Schichten 
наружный вид [общий] 	знадворнасьць, знадворны выгляд	die Form   
нарушение в напластовании	зьмена пароды 	die Störung in der Schichtrichtung 
напряжение	напружэньне	die Anspannung, Spannung 
наслоение 	наслойваньне, наслаеньне	die Schichtung  
насыщенность почвы	насычанасьць глебы	die Sättigung des Bodens 
нашатырь, хлораммоний	хлёрыд амонію  [нашатыр]	der Salmiak, das Chlorammonium 
невесомый	невагомы	unwägbar 
нейтрализовать	нэўтралізаваць	neutralisieren 
некапилярный 	неваласаваты, некапілярны	unkapillar  
недовешивать 	недаважваць 	knapp wägen, nicht voll auswägen 
ненарушенный	непаварушаны	ungestört 
неорганический	неарганічны	anorganisch 
непрозрачный	непразрысты	undurchsichtig 
непроницаемость 	непранікальнасьць	die Undurchlässigkeit, Undurchdringlichkeit 
несоразмерность 	несуразьмернасьць	die Unverhältnissmässigkeit 
нестойкий 	нятрывалы, хісткі 	unbeständig, wechselnd 
нерастворимый	нераспушчальны	unlöslich 
низкоствольный лес	нізкаствольны лес	der kurzstämmige Wald 
нижний пласт  	сподні, падысподні пласт, слой	die Unterschicht   
нитрификация	нітрыфікацыя	die Nitrifikation 
новообразование	новаўтварэньне	die Neubildung 
ноздреватый	наздраваты	porös, schwammartig 
нормальный выход	нормальны выхад 	der Normalaustritt, Normalausgang 
объемный вес почвы	аб’ёмная вага глебы	das Volumengewicht des Bodens 
обжигать	абпальваць	anbrennen, brennen 
обломочная порода	абломная, клястычная парода	das Schaftgelände  
обжигательная трубка	апальная трубка 	das Verbrennenrohr, Verbrennungsrohr
обмен	замена	der Austausch 
обменные основания	заменныя асновы 	die Austauschbasen  
образец почвенный	узор глебы 	die Bodenprobe, das Muster 
обсушивать 	абсушваць, абсушаць	abtrocknen  
обнажение (по оврагам и пр.)	абгаленьне, зрэз 	die Nacktheit, Entblössung 
оболочка 	абалонка, павало´ка	der Mantel, die Hülle  
общая кислотность	агульная кіслотнасьць	die Totalacidität  
овраг 	роў, яр 	die Schlucht, der Hohlweg 
оглеение	агляе´ньне	das Gleybildung 
оглеенный	агле´ены, абгле´ены	in Gley umgebildet 
огнестойкий  	агнятрывалы, агняадпорны, агнястойкі [H. T. 5]	feuerfest, feuersicher   
оголенные места  	аголеныя месцы, лапіны 	die Kahlstellen, Scheinstellen, Schwindstellen 
обугливать 	абвугліваць, абвугліць	ankohlen, karbonisieren 
однородный состав	аднародны, аднастайны склад	die einheitliche Zusammensetzung 
озолять, озаливать	апапяляць, апапёльваць	veraschen  
озы 	озы, пескавыя грады	die Sandbeete, Sandbänke, Ösen 
скатанный	абка´чаны	abgerundet 
окисление 	утляненьне 	die Oxydation, das Säuern 
оледенение 	абледзяненьне, зьледзяненьне	das Vereisen, Erstarren 
оподзаливание	ападзольваньне	die Podsolierung 
опока 	апока 	der kalkfreie Mergelstein 
опускание 	зьніжэньне, ападаньне	das Herablassen, Versenken 
ортзанд	ортзанд	der Ortsand 
ортштейн	ортштэйн	der Ortstein 
осадок (хим.) 	асадак 	der Bodensatz, das Sediment 
осадочная порода	пластовая парода [H. T. 5]	das Ablagerungsgestein 
осаждение	асаджваньне	der Niederschlag 
освеженный (срез) 	асьвежаны, адноўлены	aufgefrischt, erneuert  
осветление 	прасьвятленьне, пасьвятленьне	die Klärung, Läuterung 
освобождать от извести	вывапноўваць 	entkalken  
освобождать от кислотности	выкіслочваць 	entsäuern  
осколок минеральный	адшчэпак мінэральны	der Mineralsplitter  
осмос	осмос	die Osmose 
осмотическое давление	осмотычны ціск 	der osmotische Druck  
основание [хим.] 	аснаваньне, аснова	die Base  
останец [моренный]	астатнік [морэнавы]	der Nachbleibsel  
отдельность [физ.]	асобнасьць 	die Abgeschiedenheit  
отложение 	адклад 	die Ablagerung, das Abfallen 
отмучивание 	адкаламучваньне, сартаваньне	die Abschlämmung  
отмывать [мех. спос.]	адмываць, адпалоскваць	abwaschen, auswaschen, abspülen 
относительный вес	адносная вага 	das relative Gewicht  
отстаивание 	адстойваньне; асаджваньне	das Abstehen, Abklären 
оттянутый	адцягнуты	ausgezogen 
отфильтровывать 	адцэджваць, адфільтроўваць	abfiltrieren  
охлаждать  	ахалоджваць, халадзіць, астуджваць	kühlen, abkühlen   
очищение (хим.)	ачышчэньне	die Reinigung 
ощелочение	аблугаваньне	die Alkalisierung 
падение 	спад, спаданьне, апад, па´даньне	das Fallen, Herabfallen, Hinabfallen 
па´левый 	палавы, жаўтаваты	hellgelb, paille 
пахотный горизонт	ворны пазем, ральлёвы пазем	die Ackerkrume  
паяльная горелка 	літавальны пальнік	der Lotbrenner  
перегиб 	перагін 	die Knickung, Beugung 
перегруженный (материал)	перакладзены, пераладованы	verfrachtet  
перегной 	перагной; гумус 	die verrottete organische Substanz 
перемешивать	перамешваць	durchmischen, vermischen 
перенос [частиц] 	перанос [часьцінак]	der Übergang der Teilchen 
переслаивание  	перапластаваньне, перапластоўваньне	die Durchschichtung   
переходный [горизонт]	пераходны [пазем] 	das Übergangsschicht  
песок	пясок	der Sand 
песок зандровый 	зандра, пясок зандравы	der Fliesssand, Flutsand  
песок кварцевый 	пясок кварцавы, шкляны	der Quarzsand  
песок крупный 	буйнец, пясок буйны	der grobe Sand  
песок мелкий 	драбнец, пясок дробны	der feine Sand  
песок сыпучий 	пясок сыпучы	der Streusand, Triebsand, Flugsand 
песчаник	пескавік	der Sandstein 
песчаник пестрый 	пескавік стракаты, страка´ль	der bunte Sandstein, Buntsandstein 
пестик [хим.] 	таўкачык 	die Mörserkeule, das Pestill 
петрография	пэтрографія	die Petrographie 
печь Густавсона 	печ, палільня Густаўсонава	der Gustavson'sche Ofen 
пиезометр	піезомэтр	das Piezometer 
пикнометр 	пікномэтр, густамер	das Pyknometer  
пласт	пласт	die Schicht 
пластичность	плястычнасьць	die Plasticität 
пластовой [мергель, глина]	слаёвы, пластовы 	Geschiebe-(lehm, -mergel) 
плато 	плято 	das Plateau, die Hochebene 
плёнка	плеўка, абалонка	das Häutchen 
плесень 	плесьня, цьвіль; бросьня	der Schimmel  
плодородие почв 	урадлівасьць, ураджайнасьць глебы	die Fruchtbarkeit  
плотность [хим.] 	густасьць 	die Dichte, Dichtigkeit 
плотность [физ.] 	шчыльнасьць 	die Festigkeit, Dichtigkeit 
поверхностная энергия	паверхневая энэргія	die Oberflächenergie  
пленочная влага 	абалонкавая, плевачная вільгаць	die hautartige Wasserschicht 
поглощение	паглынаньне	die Adsorption 
поглотительная способность 	паглынальная здольнасьць, naглынальнасьць	die Adsorptionsfähigkeit  
подгоризонт	супадземнік	der untere Horizont 
подзол	падзол	der Podsol 
подзолистый 	падзолісты 	podsolartig, podsolisch 
подготовка почвы 	падгатоўка, падгатаваньне глебы	die Vorbereitung des Bodens 
поднятие воды 	вадапад’ём, прыбываньне вады	die Steigung, Erhebung, Erhöhung 
подзолообразовательный	падзолаўтваральны	der podsolbildende  (Prozess) 
подстилаемый 	падсьціланы, паднасьцелены	unterliegend, untergelagert 
поглощающий комплекс	паглынальны комплекс	der Adsorptionskomplex 
поверхностное натяжение	паверхневае нацяжэньне	die Oberflächenspannung, die Adhäsion 
подпочва	падглеб'е, грунт	der Untergrund 
подпочвенный 	падглебны, грунтавы	Untergrund- 
покров [почвенный]	насьціл, пакро´ў, покрыва глебы 	die Bodendecke, die Oberschicht, Oberkrume 
покровная порода 	пакрыўна´я, пакроўная парода	die Oberschicht, Oberkrume 
полиморфный 	многаформны 	polymorph, vielgestaltig 
полнота осаждения 	паўната асаджваньня 	die Gesammtmenge des Niederschlages 
положение пластов	палажэньне пластоў	die Schichtenlage  
полевой шпат	палявік	der Feldspat 
полуторный окисел	паўтаратленьнік 	das Oxyd (dreiwertige) 
помешивать	памешваць	rühren 
по´ра	сітавінка	die Pore 
пористый	сіткаваты	porös 
пористость	сіткаватасьць	die Porosität 
порода кіслая	парода кіслая	die sauere Gesteinsart 
порода коренная 	парода асноўная 	der Grundgestein, Urgestein 
порода щелочная	лужная парода	der alkalische Gestein 
последовательное сливание	паступовы зьліў 	das nachfolgende Abgiessen 
послеледниковый (об отложениях)	паледавіковы  (аб адкладах)	nacheiszeitlich, postdeluvial 
постепенно продолжающийся	паступоўны 	continuirlich, fortlaufend 
потеря (в весе) 	страта, зьмяншэньне (вагі)	der Gewichtsverlust  
почва 	глеба 	der Boden, das Solum 
почва азональная	глеба азональная	der azonale Boden 
почва аллювиальная	глеба алювіяльная 	der Alluvialboden  
почва болотистая 	глеба абалочаная 	der Sumpfboden, Moorboden 
почва болотная	глеба балотная	der Moorboden 
почва бурая	глеба бурая	die Braunerde 
почва влажно-луговая	глеба вільготна-лугавая	feuchte Wiesenboden  (der) 
почва глубоко-подзолистая	глеба глыбока-падзолавая	der tiefpodsolierte Boden 
почва горно-луговая 	глеба горна-лугавая 	der Gebirgswiesenboden, der Almenboden 
почва глубокая 	глеба глыбокая 	der tiefgründige Boden 
почва древняя 	глеба старадаўняя 	der altertümliche Boden 
почва диафорская	глеба дыяфорская	der diaphorische Boden 
почва зональная 	глеба паясовая, зонавая	der Zonenboden, zonale Boden 
почва интразональная	глеба інтразонавая 	der intrazonale Boden  
почва ископаемая 	глеба выкапнёвая 	der fossile, vorweltliche Boden 
почва дерновоподзолистая	глеба дзярновападзолавая	der rasige Podsolboden 
почва каштановая 	глеба каштанавая 	der kastanienbraune Boden 
почва красноцветная	глеба чырвонакаляровая	der rotgefärbte Boden  
почва легкая	глеба лёгкая	der leichte Boden 
почва луговая	глеба лугавая	der Wiesenboden 
почва лугово-степная	глеба лугава-стэпавая	der Boden der Steppenwiese 
почва намытая 	глеба намытая 	der angewaschene Boden 
почва наносная 	глеба наносная 	der angeschwemmte Boden 
почва насыщенная	глеба насычаная	der gesättigte Boden 
почва ненасыщенная	глеба ненасычаная, кіслая	der ungesättigte Boden 
почва нейтральная	глеба нэўтральная	der neutrale Boden 
почва неглубокая 	глеба няглыбокая 	der flache, seichte Boden 
почва нормальная	глеба нормальная	der normale Boden 
почва оподзоленная	глеба ападзоленая 	der podsolierte Boden  
почва перегнойноглеевая	глеба перагнойнаглеістая	der verrottete Gleyboden 
почва погребенная 	глеба пахованая 	der verschüttete, überlagerte, begrabene Boden
почва полуболотная	глеба паўбалотная 	der schwachsumpfige Boden 
почва подзолисто-болотистая	глеба падзолава-абалочаная	der podsolischsumpfige Boden 
почва первобытная	глеба пярвесная 	der ursprüngliche Boden, Grundstein 
почва первично-подзолистая	глеба пярвесна-падзолавая	der primärpodsolische Boden 
почва вторично-подзолистая	глеба паўторна-падзолавая	der secundärpodsolische Boden 
почва маршевая	глеба маршавая	der Marschboden 
почва мангровая 	глеба мангравая 	der Mangroveboden 
почва перегнойно-карбонатная	глеба перагнойна-карбонатная(карбанатная)  (H. T. 5.)	der verrottete Kalkboden  
почва подзолистая 	глеба падзолавая 	der podsolische Boden, Podsolboden 
почва светло-серая 	глеба шараватая, сьветла-шэрая	der hellgraue Boden   
почва сильно-подзолистая 	глеба моцна ападзоленая, падзолавая	der starkpodsolierte Boden  
почва слабо-подзолистая	глеба слабападзодавая	der schwachpodsolierte Boden 
почва средне-подзолистая	глеба сярэдняпадзолавая	der mittelpodslierte Boden 
почва смытая 	глеба змытая 	der abgeschwemmte Boden 
почва солонцеватая	глеба саланцаватая	der salzhaltige Boden  
почва сырая	глеба вільготная	der feuchte Boden 
почва солончаковая	глеба (гл. солончак)	der Salzboden, Solontschack 
почва солонцовая	глеба (гл. солонец)	der Solonetz 
почва палевая подзолистая	глеба палавая падзолавая	der hellgelbe podsolische Boden 
почва темно-цветная	глеба цёмна-каляровая	der dunkelfarbige Boden 
почва торфяно-болотистая	глеба тарфяна-балотавая	der sumpfige Torfboden 
почва торфяно-подзолистая	глеба тарфяна-падзолавая 	der sumpfige Podsolboden  
почва хрящеватая 	глеба храсткаватая	der Kiesboden  
почва черноземевидная	глеба чарназемападобная	der tschernosjomartige Boden 
почва черноземевидно-луговая	глеба чарназемападобна-лугавая	der tschernosjomartige Wiesenboden  
почва щебенчатогравельная	глеба жарствяна-жвіраватая	der gruhsartige Steinschuttboden 
почва эндодинамоморфная	глеба ўнутрана-ўтво´раная	der endodynamomorphe Boden 
почва эктодинамоморфная	глеба знадворна-ўтво´раная	der ektodynamomorphe Boden 
почва элювиальная	глеба вымытая, элювіяльная	der Eluvialboden  
почвоведение 	глебазнаўства, глебаведаньне	die Bodenkunde  
пояс растительный	паласа, пас расьлінны	die Vegetationszone, Vegetationsgürtel, der Vegetationsumfang 
предел вмывания 	мяжа ўмыву 	die Einschwemmungsgrenze 
приемник	прыемнік	der Aufnahmeapparat 
прибор Копецкого	прылада Капецкага	der Kopeckische арparat 
присыпка (солей и пр.)	прысыпка 	die Beigabe, Einpuderung, Bestäubung 
признак заболачивания	прымета забалочваньня	das Versumpfungsanzeichen, Versumpfungsmerkmal
примесь 	дамешка 	der Zusatz, Mischanteil 
притертый	прыцёрты	angeschliffen 
притяжение взаимное	прыцягваньне ўзаемнае	die gegenseitige Anziehung 
примазка (солей)	прымазка	das Flecken, Tupfen 
препарат 	прэпарат, спо´рабак	das Präparat  
проба	спроба	die Probe 
продолжительность отмучивания	працяжнасьць адкаламучваньня	die Abschlämmungsdauer 
предледниковый суглинок 	даледавіковы, перадледавіковы суглінак	der vorglaciale sandige Lehm  
прокалить, прокаливать	выпаліць, выпальваць	durchglühen  
продукт выветривания	продукт выветрываньня	das Verwitterungsprodukt 
промывалка 	прамывалка, прамывачка	der Waschapparat  
промывать	прамываць	durchwaschen, auswaschen 
прозрачный 	празрысты, сьветлы	durchsichtig  
пролювий	пролюві	das Proluvium 
промоина	ры´твіна, прамывіна	der Wasserdurchbruch, Wasserriss 
пропускать (через прибор)	прапушчаць	durchlassen 
пропласток 	перапла´стка, перапла´стак	die Zwischenschicht  
прослойка 	праслойка 	die Zwischenlage, Zwischenschiebt 
просеивать	прасяваць	sieben, durchsieben
простирание пластов	распасьціраньне пластоў	die Ausdehnung, Verbreitung d. Sch. 
прохладный (климат)	халажава´ты 	das kühle Klima  
псевдомицелий	псэўдаміцэлі	das Scheinmycel 
псевдоморфизм  	псэўдаморфізм, несапраўдная форма	der Pseudomorphismus  
псевдораствор 	псэўдараствор 	die Scheinlösung, Pseudolösung 
псевдофибры 	паўтаратленьнікавыя пражылкі	die Pseudofibren  
пылеватая частица	пылаватая часьцінка	das Staubteilchen  
прикопка	прыкопка	die Schurfgrube 
развевание	разьвейваньне	das Anwehen 
разделение (мех. ан.)	падзяленьне, падзел	die Verteilung  
раздробленность  	раздробленасьць, пакрышанасьць 	die Zerkleinerung, Verpulverung, Zersplitterung 
размывание	размываньне	die Auswaschung 
разнородный (нанос) 	рознастайны, неаднастайны нанос	die verschiedenartige Aufschlämmung 
разогревать	разаграваць	erwärmen 
разрез почвенный 	перарэз, разрэз глебавы	der Bodendurchschnitt 
разрез (профиль) почвенный продольный	перарэз, разрэз прадоўжны 	der Längstdurchschnitt  
разрез (профиль) почвенный поперечный	перарэз, разрэз папярэчны 	der Querdurchschnitt der Abbau  
разрушение (породы)	разбурэньне 	die Zerstörung d. Gest  
разрыхление	пухкаваньне	die Auflockerung 
равновесие системы	роўнавага сыстэмы	das Systemsgleichgewicht 
раскалять	распаляць, распальваць	glühen 
раскисленный	адтленены	entsäuert 
распахивать 	разворваць, узво´рваць	aufpflügen  
рассыпление областей	дыяспора 	die Diaspora  
раствор почвенный	раствор глебавы 	die Bodenlösung  
раствор коллоидальный	раствор колёідальны	die Kolloidlösung  
растворимый	растворны	löslich 
растворитель 	растворнік, рашчыньнік	das Lösungsmittel  
растительный покров	расьлінны покрыў  	die Vegetationsschicht, Vegetationskrume, Oberkrume
реакция	рэакцыя	die Reaktion 
реакция обменная 	рэакцыя паменная, памену	die Austauschreaktion  
реакция среды 	рэакцыя асярэдзіны 	die Reaktion des Mittels, Milieu 
реакционная способность	рэакцыйная здольнасьць	die Reaktionsfähigkeit  
реактив	рэактыў, ператвор	das Reagens 
растереть	расцерці	zerreiben 
рельеф котловинный	рэльеф катлінны	das kesselartige Gelände, -relief 
рельеф расчлененный	рэльеф пачленаваны	das Erosionsrelief, Erosionsgelände 
регур 	рэгур (індыйскі чарназем)	der Regur  
раствор жидкий 	рэдкі, нягусты´ раствор	die leichte, verdünnte Lösung  
региональное почвоведение 	рэгіянальнае, абшарнае глебазнаўства	die regionale Bodenkunde  
рендзина	рэндзіна	die Rendsine 
рыхлый	пухкі	locker 
рухляк 	пацяруха, трухляк	die Trümmer, der Schutt 
свертываться (коллоид. в.)	сьсядацца	gerinnen  
свинцовозем	волавазем	die Bleierde 
свойственный (породе), генеральный	уласьцівы пародзе	generell, arteigen  
связность 	зьвязнасьць, клейкасьць	die Zusammenhangsfähigkeit 
сгущенный 	згусьцелы, згушчаны	kondensiert  
сдувание	зьдзьмухваньне	das Abblasen, Wegblasen 
серозем 	шэразем 	der Grauboden, Fahlboden 
серобактерии  	серкавыя бактэрыі, серкабактэрыі	die Schwefelbakterien   
серый лесной суглинок	шэры лясны суглінак	der graue sandige Lehm des Waldes 
сжигать	спальваць	verbrennen 
силикатный комплекс	сылікатны комплекс	der Silikatkomplex  
система зональная 	сыстэма (уклад, склад) зонавая	das Zonensystem  
система (пластов) 	уклад (пластоў) 	das System (d. Schicht.) 
ситовый анализ 	сітавы, правява´льны аналіз	die Siebanalyse  
сифон	лівар, сыфон	der Heber 
скат 	спад 	der Abhang, Abhangssturz, die Lehne 
скважность 	шчыліннасьць 	die Spaltigkeit, Porosität 
скелетная часть почвы	касьцяк глебы 	das Skelett, die Gerüstteil, das Gerüst 
скопление (солей)  	зграмаджэньне, скупнасьць (H. Т. 3)	die Kalkanhäufung   
скрытослоистый	нявыразнаслаісты	scheinschichtenförmig 
склон 	схіл 	der Abhang, Hang, die Lehne 
сливание (сифоном) 	зьліваньне, сыфанаваньне, выцягваньне	das Abhebern   
слоистость	слаістасьць	die Schichtigkeit 
слой	слой	die Schicht 
след (вещества, породы)	сьлед (матэрыі, пароды)	die Spur  
смывание 	змыў, змываньне 	das Abwaschen, die Abwaschung 
содержимое	зьме´сьціва	der Inhalt 
содовая вытяжка	содавая вы´цяжка	der Sodaauszug 
солеобразный	солепадобны	salzartig
солонец	саланец	der Solonetz 
солонец глубокостолбчатый	саланец глыбокаслупаваты	der starksäulenartige Solonetz 
солонец корковостолбчатый 	саланец скарыначна-слупаваты	der säulenförmige, mit Oberkruste versehene Solonetz 
солонец столбчатый	саланец слупаваты 	der säulenartige Solonetz  
солончак 	саланчак 	der Salzboden, Solontschack 
солодь 	со´ладзь 	der entsalzte Solonetzboden 
соотношение горизонтов	суадносіны паземаў	das gegenseitige Verhältnis d. Horiz. 
сортирование 	сартава´ньне 	das Sortieren, das Trennen 
сплавлять 	стапляць, стопліваць	zusammenschmelzen  
сплющенный 	сьціснуты, сплюшчаны	abgeplattet, zusammengedrückt 
сползание	спаўзаньне	die Abrutschung 
среда  	асярэдзіна  	die Mitte, der Wirkungskreis, das Milieu 
средняя проба 	сярэдняя проба 	die Durchschnittsprobe 
старица	старарэчча	das alte Flussbett 
стекло часовое 	шкло гадзіньнікавае	das Uhrglas  
стеклянный колпак	шкляны клёш, каўпак	der Glasaufsatz, die Glaskappe 
стеклянная палочка	шкляная па´лачка 	das Glasstöckchen  
степень оподзоливания	ступень ападзо´льваньня	der Podsolierungsgrad, die Podsolierungsstufe 
степь доисторическая	дагістарычны стэп	die prähistorische Steppe 
стойка	стаяк, стойка	der Ständer 
столик подъемный	столік пад’ёмны	der Aufziehtisch 
строение почвы 	будова глебы 	die Textur, der Aufbau des Bodens 
структура почвы	структура глебы 	die Struktur  
структура глыбистая 	структура глызаватая, брылаватaя	die schollenartige Struktur  
структура листоватая	структура ліставатая	die blattähnliche Struktur 
структура ореховатая	структура apaxaватая	die nussartige Struktur 
структура пластинчатая	структура пласткаватая	die lamellenschichtartige Struktur
структура плитчатая	структура пліткаватая	die plattenartige, plietenförmige Struktur
структура чешуйчатая	структура лускаватая	die schuppenartige Struktur 
структура ячеистая	структура ячкаватая	die zellenförmige Struktur 
струйчатый ортзанд	цуркаваты ортзанд	der geflammte Ortsand
струя	струмень	der Strom, Strah 
студенистый 	студзяністы, галярэтны	gallertartig  
ступка (фарфоревая)	мажджэр, ступка (парцэлянавая)	der Porzellanmörser  
суслик	сусла	die Zieselmaus 
сушильный шкаф	сушыльная шафа	der Trockenschrank 
сцепление 	зьвязнасьць, шчапленьне	die Kohärenz, der Zusamenhang
суглинок	суглінак	der sandige Lehm 
суглинок крупнопесчаный	суглінак буйна-пяшчаны	der grobsandige Lehm  
суглинок легкий 	суглінак лёгкі 	der leichte sandige Lehm 
суглинок лесной 	суглінак лясны 	der sandige Waldlehm 
суглинок лессовидный	суглінак лёэсавідны, лёэсаваты	der lössartige sandige Lehm 
суглинок лессовый 	суглінак лёэсавы 	der sandiglehmige Lössboden 
суглинок средний 	суглінак сярэдні	der mittlere sandige Lehm 
суглинок тяжелый 	суглінак цяжкі 	der schwere, bindige sandige Lehm 
супесь	су´песак	der lehmige Sand 
супесь грубая 	су´песак грубы´, буйны´	der grobe lehmige Sand 
супесь тонкая 	су´песак тонкі, дробны	der feine lehmige Sand 
сфагнум 	сфагнум, белы мох	das Sphagnum  
сложение почвы	стан глебы	die Bodenschichtung 
твердость	цьвёрдасьць	die Festigkeit, Stärke 
текстура 	тэкстура, пабудова глебы	die Textur, der Aufbau des Bodens 
температура осаждения	тэмпэратура асаджваньня	die Temperatur des Niederschlages 
теплоемкость	цёплаёмасьць	die Wärmekapacität 
термическое выветривание 	тэрмічнае, цяплынёвае выветрываньне	die thermische Verwitterung, Wärmeverwitterung 
термодинамическая оболочка	тэрмадынамічная абалонка	die thermodynamische Oberschicht 
терраса	тэраса, прыступка	die Terrasse 
тление 	трухленьне, тленьне	die Verwesung  
толща 	тоўшча 	die Dicke der Tiefe nach, die Mächtigkeit 
толщина пластов 	грубіня, таўшчыня пластоў	die Tiefe der Schichten 
тигель	тыгель, тыглік	der Tiegel 
трение внутреннее	цярцё нутраное 	die innere Reibung  
треножник	трыножак	der Dreifuss 
третичный 	трацічны, трацьцёвы (H. T. 5)	tertiär  
трещина	расколіна	der Spalt, die Ritze 
трещинковатое строение 	расколісты склад, расколістая пабудова	der spaltenreiche Aufbau  
тройник	трайнік	das Dreiecksrohr 
трубка	трубка; рурка	das Rohr 
трубка паяльная 	трубка, рурка літавальная	das Lötrohr  
тугоплавкий	тугатопкі	schwerschmelzbar 
убыль веса	упад вагі	der Gewichtsverlust 
увлажнение избыточное	абвільгаценьне надмернае	die überflüssige Niederschlagsmenge 
увлажнять	абвільго´чваць	befeuchten 
углекислота почвы	вуглекіслата глебы	die Kohlensäure des Bodens 
углерод гумуса 	вуглярод перагною	der Humuskohlenstoff  
углесоли	карбонаты	die Kohlensalze 
удельный вес 	спэцыфічная, адносная вага	das spezifische Gewicht 
ульмин	ульмін	das Ulmin 
ульминовая кислота	ульмінавая кіслата	die Ulminsäure  
у-образная трубка 	у-падобная трубка, рурка	das U-förmige Rohr  
уплотненный горизонт	ушчытнены пазем 	die verdichtete Schicht 
уравновесить 	зроўнаважыць 	ins Gleichgewicht bringen 
установление горизонтов 	азначэньне паземаў 	die Bestimmung, Feststellung d. Horiz.
устройство поверхности	склад паверхні 	die Oberflächenbildüng 
утолщение 	стоўсьць 	die Verdickung, das Verdicken 
усыхание 	усыханьне 	das Eintrocknen, Vertrocknen, Austrocknen 
фаза 	фаза 	die Phase, der Abschnitt 
фактор почвообразования	глебавытворны фактар	der bodenbildende Faktor 
фарфоровый 	парцэлянавы, фарфо´равы	Porzellan-, porzellanartig 
фёрна (лесной войлок)	фэрна, лясны падсьціл, лямец	die Förna  
физические свойства	фізычныя ўласьцівасьці	die physikalischen Eigenschaften 
физико-географический	фізыка-геаграфічны	physikalisch-geographisch 
флексура	згібіна, флексура	die Flexur 
флювиальный (относительно области)	краіна рачных размываў 	fluvial, Fluss-, Fliess-(gelände)  
флювио-гляциальный (об отложениях)	ледавікова-рачныя адклады	fluvioglacial  
флюидальные отложения  	адклады водных струменяў, патопаў, флюідальныя адклады	die fluidale Ablagetrung, die Flutablagerung  
фильтр	фільтар	das Filter 
фильтрат	фільтрат	das Filtrat 
фильтровать	фільтраваць	filtrieren 
фракция (мех. ан.)	фракцыя 	die Fraction  
фосфатная смесь 	фосфатнік 	die Phosphatmischung 
хаотическое напластование	бязладнае напласта´ньне	die chaotische Schichtenlagerung 
хвойный лес	іглясты лес	der Nadelwald 
химический	хэмічны	chemisch 
холм	узгорак	der Hügel 
холмистый рельеф 	узгорчаты рэльеф	das hügelige Relief, Gelände 
холодильник 	халадзільня 	der Kühler, das Kühlapparat 
хребет	хрыбет, сьцяг	der Bergrücken 
хрупкий	крохкі	zerbrechlich 
хрящ 	храсток 	der Kies, Gries, Kiessand 
целина	цаліна	der unberührte Boden 
центр вмывания 	асяродак, цэнтр умыву	das Zentrum der Einschwemmung 
цеолит	цэаліт	der Zeolith 
цеолитный комплекс	цэалітны комплекс	der Zeolithenkomplex  
цилиндрическая форма конкреций 	цыліндрычная форма сьцяжэньняў	die zylinderartige Konkretion, Ausscheidung 
цинковая призма 	цынкавая прызма	das Zinkprisma  
циркуляция воды 	цыркуляцыя вады	die Wassercirkulation  
цитратная смесь	цытратнік	die Citratmischung 
частица 	часьцінка, частачка	das Teilchen  
чашка	міска, місачка	die Schale 
черта сливания 	рыса зьліваньня 	die Grenze der Abheberungen 
червь дождевой 	чарвяк-дажджавік	der Regenwurm  
чередование пластов 	пластазьмен, чаргаваньне пластоў	der Wechsel der Schichten  
чернозем 	чарназем 	der Tschernosjoin, die Schwarzerde 
чернозем обыкновенный	чарназем звычайны 	der gewöhnliche Tschernosjom 
чернозем деградированный	чарназем дэградаваны	der degradierte Tschernosjom
чернозем мощный 	чарназем тоўсты, глыбокі	der tiefgründige Tschernosjom 
чернозем северный	чарназем паўночны	der nördliche Tschernosjom 
чернозем южный 	чарназем паўднёвы	der südliche Tschernosjom 
четвертичная система  	сыстэма апошніх адкладаў (H. T.), чацьвярынная сыстэма	das Quartärsystem    
шаробразная частица	куляпадобная часьцінка	das kugelförmige Teilchen 
штанга	штанга	die Stange 
штатив 	штатыў 	das Stativ, Gestell, die Stütze 
шурф 	шурф, глыбокая яма	der Schürf, Stollen  
щебенка 	жарствяк, жарствень	der Schotter  
щелочь 	луг, шчолак, аснова	das Alkali  
щелочная почва	лужная глеба	der alkalische Boden 
щелочная порода	лужная парода	das Alkaligestein 
щипцы для тиглей	шчыпцы тыгляныя	die Tiegelzange  
экватор	экватар, роўнік	der Equator 
эксикатор 	эксыкатар 	der Trockenapparat, Exsikator 
экспозиция  	экспозыцыя (накіраваньне да старон сьвету)	die Exposition, die Höhenlage  
экспедиционное обследование	экспэдыцыйнае дасьледваньне	die Expeditionsforschung 
электрод водородный	электрод вадародны	die Wasserstoffelektrode 
